facility_code,sys_loc_code,loc_name,loc_group,loc_report_order,sys_sample_code,sample_name,sample_date,sample_type_code,sample_method,start_depth,end_depth,depth_unit,medium_code,matrix_code,species_code,tissue_type,geologic_unit_code,task_code,task_desc,field_sdg,parent_sample_code,analysis_location,lab_sample_id,lab_matrix_code,basis,lab_name_code,analytic_method,analysis_date,column_number,fraction,test_type,prep_method,leachate_method,leachate_date,lab_sdg,percent_moisture,dilution_factor,method_analyte_group,report_order,test_id,cas_rn,chemical_name,organic_yn,report_result_text,report_result_value,report_result_unit,report_result_limit,reportable_result,detect_flag,interpreted_qualifiers,validator_qualifiers,lab_qualifiers,quantitation_limit,method_detection_limit,reporting_detection_limit,detection_limit_unit,approval_code,result_text,result_numeric,result_unit,result_type_code,x_coord,y_coord,stream_mile,stream_code,z_coord_avg,zfrom,zto,longitude,latitude,sample_remark,test_remark,result_remark,validated_yn,validation_level
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,2974-90-5,"Dichlorobiphenyl; 3,4'- (PCB 13)",Y,5.87,5.87,pg/sample,5.87,Yes,N,C12,C12,C12,,,5.87,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,2974-92-7,"Dichlorobiphenyl; 3,4- (PCB 12)",Y,2700,2700,pg/sample,5.87,Yes,Y,J,J,C,5.37,,5.87,pg/sample,,2700,2700,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,31508-00-6,"Pentachlorobiphenyl; 2,3',4,4',5- (PCB 118)",Y,51900,51900,pg/sample,126,Yes,Y,,,B,5.37,,126,pg/sample,,51900,51900,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,32598-10-0,"Tetrachlorobiphenyl; 2,3',4,4'- (PCB 66)",Y,53200,53200,pg/sample,68.5,Yes,Y,,,B,5.37,,68.5,pg/sample,,53200,53200,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,32598-11-1,"Tetrachlorobiphenyl; 2,3',4',5- (PCB 70)",Y,68.7,68.7,pg/sample,68.7,Yes,N,C61,C61,C61,,,68.7,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,32598-12-2,"Tetrachlorobiphenyl; 2,4,4',6- (PCB 75)",Y,1.06,1.06,pg/sample,1.06,Yes,N,C59,C59,C59,,,1.06,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,32598-13-3,"Tetrachlorobiphenyl; 3,3',4,4'- (PCB 77)",Y,7010,7010,pg/sample,73.2,Yes,Y,,,B,5.37,,73.2,pg/sample,,7010,7010,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,32598-14-4,"Pentachlorobiphenyl; 2,3,3',4,4'- (PCB 105)",Y,25100,25100,pg/sample,204,Yes,Y,J,J,BG,5.37,,204,pg/sample,,25100,25100,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,32690-93-0,"Tetrachlorobiphenyl; 2,4,4',5- (PCB 74)",Y,68.7,68.7,pg/sample,68.7,Yes,N,C61,C61,C61,,,68.7,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",Y,94.2,94.2,pg/sample,94.2,Yes,N,U,U,U,5.37,,94.2,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,33025-41-1,"Tetrachlorobiphenyl; 2,3,4,4'- (PCB 60)",Y,10900,10900,pg/sample,76,Yes,Y,,,B,5.37,,76,pg/sample,,10900,10900,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,33091-17-7,"Octachlorobiphenyl; 2,2',3,3',4,4',6,6'- (PCB 197)",Y,1300,1300,pg/sample,1.86,Yes,Y,J,J,CG,5.37,,1.86,pg/sample,,1300,1300,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,33146-45-1,"Dichlorobiphenyl; 2,6- (PCB 10)",Y,392,392,pg/sample,4.79,Yes,Y,,,,5.37,,4.79,pg/sample,,392,392,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,33284-50-3,"Dichlorobiphenyl; 2,4- (PCB 7)",Y,586,586,pg/sample,5.25,Yes,Y,,,B,5.37,,5.25,pg/sample,,586,586,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,33284-52-5,"Tetrachlorobiphenyl; 3,3',5,5'- (PCB 80)",Y,67.2,67.2,pg/sample,67.2,Yes,N,U,U,U,5.37,,67.2,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,33284-53-6,"Tetrachlorobiphenyl; 2,3,4,5- (PCB 61)",Y,92000,92000,pg/sample,68.7,Yes,Y,J,J,CB,5.37,,68.7,pg/sample,,92000,92000,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,33284-54-7,"Tetrachlorobiphenyl; 2,3,5,6- (PCB 65)",Y,1.29,1.29,pg/sample,1.29,Yes,N,C44,C44,C44,,,1.29,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,33979-03-2,"Hexachlorobiphenyl; 2,2',4,4',6,6'- (PCB 155)",Y,2680,2680,pg/sample,1.39,Yes,Y,,,,5.37,,1.39,pg/sample,,2680,2680,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,34883-39-1,"Dichlorobiphenyl; 2,5- (PCB 9)",Y,869,869,pg/sample,5.03,Yes,Y,,,,5.37,,5.03,pg/sample,,869,869,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,34883-41-5,"Dichlorobiphenyl; 3,5- (PCB 14)",Y,6.4,6.4,pg/sample,5.44,Yes,Y,,,,5.37,,5.44,pg/sample,,6.4,6.4,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,34883-43-7,"Dichlorobiphenyl; 2,4'- (PCB 8)",Y,19000,19000,pg/sample,4.75,Yes,Y,,,B,5.37,,4.75,pg/sample,,19000,19000,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,35065-27-1,"Hexachlorobiphenyl; 2,2',4,4',5,5'- (PCB 153)",Y,57400,57400,pg/sample,79.2,Yes,Y,J,J,CB,5.37,,79.2,pg/sample,,57400,57400,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,35065-28-2,"Hexachlorobiphenyl; 2,2',3,4,4',5'- (PCB 138)",Y,90.3,90.3,pg/sample,90.3,Yes,N,C129,C129,C129,,,90.3,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,35065-29-3,"Heptachlorobiphenyl; 2,2',3,4,4',5,5'- (PCB 180)",Y,37700,37700,pg/sample,6.16,Yes,Y,J,J,CB,5.37,,6.16,pg/sample,,37700,37700,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,35065-30-6,"Heptachlorobiphenyl; 2,2',3,3',4,4',5- (PCB 170)",Y,16100,16100,pg/sample,8.39,Yes,Y,,,,5.37,,8.39,pg/sample,,16100,16100,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,35693-92-6,"Trichlorobiphenyl; 2,4,6- (PCB 30)",Y,0.877,0.877,pg/sample,0.877,Yes,N,C18,C18,C18,,,0.877,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,35693-99-3,"Tetrachlorobiphenyl; 2,2',5,5'- (PCB 52)",Y,61400,61400,pg/sample,1.3,Yes,Y,,,B,5.37,,1.3,pg/sample,,61400,61400,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,35694-04-3,"Hexachlorobiphenyl; 2,2',3,3',5,5'- (PCB 133)",Y,1010,1010,pg/sample,101,Yes,Y,,,,5.37,,101,pg/sample,,1010,1010,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,35694-06-5,"Hexachlorobiphenyl; 2,2',3,4,4',5- (PCB 137)",Y,2760,2760,pg/sample,99.7,Yes,Y,,,,5.37,,99.7,pg/sample,,2760,2760,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,35694-08-7,"Octachlorobiphenyl; 2,2',3,3',4,4',5,5'- (PCB 194)",Y,10100,10100,pg/sample,11.1,Yes,Y,,,B,5.37,,11.1,pg/sample,,10100,10100,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,36559-22-5,"Tetrachlorobiphenyl; 2,2',3,4'- (PCB 42)",Y,15400,15400,pg/sample,1.49,Yes,Y,,,B,5.37,,1.49,pg/sample,,15400,15400,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,37680-65-2,"Trichlorobiphenyl; 2,2',5- (PCB 18)",Y,24600,24600,pg/sample,0.877,Yes,Y,J,J,CB,5.37,,0.877,pg/sample,,24600,24600,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,37680-66-3,"Trichlorobiphenyl; 2,2',4- (PCB 17)",Y,13200,13200,pg/sample,1.07,Yes,Y,,,B,5.37,,1.07,pg/sample,,13200,13200,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,37680-68-5,"Trichlorobiphenyl; 2',3,5- (PCB 34)",Y,179,179,pg/sample,7.09,Yes,Y,,,,5.37,,7.09,pg/sample,,179,179,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,37680-69-6,"Trichlorobiphenyl; 3,3',4- (PCB 35)",Y,1550,1550,pg/sample,7.95,Yes,Y,,,,5.37,,7.95,pg/sample,,1550,1550,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,37680-73-2,"Pentachlorobiphenyl; 2,2',4,5,5'- (PCB 101)",Y,3.67,3.67,pg/sample,3.67,Yes,N,C90,C90,C90,,,3.67,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,38379-99-6,"Pentachlorobiphenyl; 2,2',3,5',6- (PCB 95)",Y,3.98,3.98,pg/sample,3.98,Yes,N,C93,C93,C93,,,3.98,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,38380-01-7,"Pentachlorobiphenyl; 2,2',4,4',5- (PCB 99)",Y,4.17,4.17,pg/sample,4.17,Yes,N,C83,C83,C83,,,4.17,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,38380-02-8,"Pentachlorobiphenyl; 2,2',3,4,5'- (PCB 87)",Y,3.65,3.65,pg/sample,3.65,Yes,N,C86,C86,C86,,,3.65,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,38380-03-9,"Pentachlorobiphenyl; 2,3,3',4',6- (PCB 110)",Y,69900,69900,pg/sample,3.21,Yes,Y,J,J,CB,5.37,,3.21,pg/sample,,69900,69900,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,,Y,Stage 4
NJD980528996,PASS1,Passaic River,,,F1056,Suspended Matter on Filter,8/21/1985,N,SUSPENDED MATTER ON FILTER,,,,,SOLID,,,,1981-2014 RPI(Bopp) SED/ SUS Matter,,,,LB,L22408-9,SOLID,NA,AXYS,E1668A MLA010,1/6/2015,1C,SUS,INITIAL,METHOD,,,WG49580,0,1,,,380554,38380-04-0,"Hexachlorobiphenyl; 2,2',3,4',5',6- (PCB 149)",Y,91.2,91.2,pg/sample,91.2,Yes,N,C147,C147,C147,,,91.2,pg/sample,,,,pg/sample,TRG,-74.12005419,40.72438085,,,,,,-74.12005419,40.72438085,Filter Number 170,,Co-eluting PCB,Y,Stage 4
