,LOC_NAME,SAMPLE_DATE,TASK_CODE,ANALYTIC_METHOD,CAS_RN,CHEMICAL_NAME,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,DETECT_FLAG,REPORTABLE_RESULT,LONGITUDE,LATITUDE
6698,Arcadis Treatability Study Lab,2019-05-29 14:50:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",9220.0,pg/g,345.0,Y,Yes,-74.144568,40.735829
6699,Arcadis Treatability Study Lab,2019-05-29 14:50:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",459.0,pg/g,35.3,Y,Yes,-74.144568,40.735829
6700,Arcadis Treatability Study Lab,2019-06-04 11:00:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",7.82,pg,7.82,N,Yes,-74.144568,40.735829
6701,Arcadis Treatability Study Lab,2019-06-04 11:00:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",21.1,pg,21.1,N,Yes,-74.144568,40.735829
6702,Arcadis Treatability Study Lab,2019-06-04 11:15:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",7.91,pg,7.91,N,Yes,-74.144568,40.735829
6703,Arcadis Treatability Study Lab,2019-06-04 11:15:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",16.9,pg,16.9,N,Yes,-74.144568,40.735829
6704,Arcadis Treatability Study Lab,2019-06-04 11:25:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",99.6,pg/g,99.6,N,Yes,-74.144568,40.735829
6705,Arcadis Treatability Study Lab,2019-06-04 11:25:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",26.3,pg,11.7,Y,Yes,-74.144568,40.735829
6706,Arcadis Treatability Study Lab,2019-06-04 11:25:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",22.0,pg,9.03,Y,Yes,-74.144568,40.735829
6707,Arcadis Treatability Study Lab,2019-06-04 11:25:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",6.23,pg/g,6.23,N,Yes,-74.144568,40.735829
6708,Arcadis Treatability Study Lab,2019-06-04 11:30:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",190.0,pg/g,190.0,N,Yes,-74.144568,40.735829
6709,Arcadis Treatability Study Lab,2019-06-04 11:30:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",113.0,pg,17.3,Y,Yes,-74.144568,40.735829
6710,Arcadis Treatability Study Lab,2019-06-04 11:30:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",79.8,pg,12.1,Y,Yes,-74.144568,40.735829
6711,Arcadis Treatability Study Lab,2019-06-04 11:30:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",6.27,pg/g,6.27,N,Yes,-74.144568,40.735829
6712,Arcadis Treatability Study Lab,2019-06-04 11:45:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",1100.0,pg,23.7,Y,Yes,-74.144568,40.735829
6713,Arcadis Treatability Study Lab,2019-06-04 11:45:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",1040.0,pg,41.0,Y,Yes,-74.144568,40.735829
6714,Arcadis Treatability Study Lab,2019-06-04 13:45:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",99.9,pg/g,99.9,N,Yes,-74.144568,40.735829
6715,Arcadis Treatability Study Lab,2019-06-04 13:45:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",7.22,pg/g,7.22,N,Yes,-74.144568,40.735829
6716,Arcadis Treatability Study Lab,2019-06-04 13:50:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",106.0,pg/g,106.0,N,Yes,-74.144568,40.735829
6717,Arcadis Treatability Study Lab,2019-06-04 13:50:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",7.75,pg/g,7.75,N,Yes,-74.144568,40.735829
6718,Arcadis Treatability Study Lab,2019-06-04 14:25:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",287.0,pg/g,287.0,N,Yes,-74.144568,40.735829
6719,Arcadis Treatability Study Lab,2019-06-04 14:25:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",6.16,pg/g,6.16,N,Yes,-74.144568,40.735829
6720,Arcadis Treatability Study Lab,2019-06-04 14:30:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",208.0,pg/g,208.0,N,Yes,-74.144568,40.735829
6721,Arcadis Treatability Study Lab,2019-06-04 14:30:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",6.81,pg/g,6.81,N,Yes,-74.144568,40.735829
6722,Arcadis Treatability Study Lab,2019-06-04 15:45:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",294.0,pg/g,181.0,Y,Yes,-74.144568,40.735829
6723,Arcadis Treatability Study Lab,2019-06-04 15:45:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",6.88,pg/g,6.88,N,Yes,-74.144568,40.735829
6724,Arcadis Treatability Study Lab,2019-06-04 15:50:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",354.0,pg/g,192.0,Y,Yes,-74.144568,40.735829
6725,Arcadis Treatability Study Lab,2019-06-04 15:50:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",6.21,pg/g,6.21,N,Yes,-74.144568,40.735829
6726,Arcadis Treatability Study Lab,2019-06-04 16:10:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",877.0,pg/g,205.0,Y,Yes,-74.144568,40.735829
6727,Arcadis Treatability Study Lab,2019-06-04 16:10:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",28.6,pg/g,9.13,Y,Yes,-74.144568,40.735829
6728,Arcadis Treatability Study Lab,2019-06-04 16:15:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",653.0,pg/g,207.0,Y,Yes,-74.144568,40.735829
6729,Arcadis Treatability Study Lab,2019-06-04 16:15:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",25.7,pg/g,8.12,Y,Yes,-74.144568,40.735829
6730,Arcadis Treatability Study Lab,2019-06-06 10:45:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",342.0,pg/g,342.0,N,Yes,-74.144568,40.735829
6731,Arcadis Treatability Study Lab,2019-06-06 10:50:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",544.0,pg/g,544.0,N,Yes,-74.144568,40.735829
6732,Arcadis Treatability Study Lab,2019-06-06 11:10:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",361.0,pg/g,361.0,N,Yes,-74.144568,40.735829
6733,Arcadis Treatability Study Lab,2019-06-06 11:15:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",343.0,pg/g,343.0,N,Yes,-74.144568,40.735829
6734,Arcadis Treatability Study Lab,2019-06-06 11:45:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",831.0,pg/g,831.0,N,Yes,-74.144568,40.735829
6735,Arcadis Treatability Study Lab,2019-06-06 11:50:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",518.0,pg/g,518.0,N,Yes,-74.144568,40.735829
6736,Arcadis Treatability Study Lab,2019-06-06 13:15:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",949.0,pg/g,949.0,N,Yes,-74.144568,40.735829
6737,Arcadis Treatability Study Lab,2019-06-06 13:20:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",1340.0,pg/g,512.0,Y,Yes,-74.144568,40.735829
6738,Arcadis Treatability Study Lab,2019-06-06 14:00:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",23900.0,pg/g,1920.0,Y,Yes,-74.144568,40.735829
6739,Arcadis Treatability Study Lab,2019-06-06 14:05:00,2018-2019 OU2 PDI Treatability Study,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",24200.0,pg/g,2050.0,Y,Yes,-74.144568,40.735829
7322,Arcadis Treatability Study Lab,2019-05-09 13:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",61.2,pg/g,61.2,N,Yes,-74.144568,40.735829
7323,Arcadis Treatability Study Lab,2019-05-15 14:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",619.0,pg/g,619.0,N,Yes,-74.144568,40.735829
7324,LPR-0049-01,2019-05-07 09:40:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",54.4,pg/g,54.4,N,Yes,-74.11971498,40.71362809
7325,LPR-0049-01,2019-05-07 13:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",91.4,pg/g,91.4,N,Yes,-74.11971498,40.71362809
7326,LPR-0060-10,2019-05-21 15:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",39.1,pg/g,39.1,N,Yes,-74.11451188,40.71526797
7327,LPR-0060-10,2019-05-21 15:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",23.3,pg/g,23.3,N,Yes,-74.11451188,40.71526797
7328,LPR-0074-02,2019-05-20 16:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",107.0,pg/g,107.0,N,Yes,-74.12098246,40.71700479
7329,LPR-0074-02,2019-05-30 11:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",148.0,pg/g,148.0,N,Yes,-74.12098246,40.71700479
7330,LPR-0074-02,2019-05-20 16:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",53.3,pg/g,53.3,N,Yes,-74.12098246,40.71700479
7331,LPR-0074-04,2019-05-14 13:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",87.0,pg/g,87.0,N,Yes,-74.11839029,40.71700517
7332,LPR-0074-04,2019-05-14 11:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",17.9,pg/g,17.9,N,Yes,-74.11839029,40.71700517
7333,LPR-0088-01,2019-05-14 11:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",99.8,pg/g,99.8,N,Yes,-74.11968147,40.71872798
7334,LPR-0088-01,2019-05-14 10:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",71.9,pg/g,71.9,N,Yes,-74.11968147,40.71872798
7335,LPR-0099-01,2019-05-07 11:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",119.0,pg/g,119.0,N,Yes,-74.11968335,40.720425
7336,LPR-0099-01,2019-05-07 10:40:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",100.0,pg/g,100.0,N,Yes,-74.11968335,40.720425
7337,LPR-0170-02,2019-05-13 11:15:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",247.0,pg/g,247.0,N,Yes,-74.11895754,40.73061347
7338,LPR-0210-03,2019-04-24 14:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",113.0,pg/g,113.0,N,Yes,-74.11765335,40.73626574
7339,LPR-0220-02,2019-05-08 13:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",153.0,pg/g,153.0,N,Yes,-74.11788185,40.7376289
7340,LPR-0220-04,2019-05-10 15:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",86.4,pg/g,86.4,N,Yes,-74.11722066,40.73767696
7341,LPR-0300-02,2019-04-25 11:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",289.0,pg/g,289.0,N,Yes,-74.12899201,40.74143985
7342,LPR-0321-01,2019-05-10 15:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",314.0,pg/g,314.0,N,Yes,-74.13327493,40.74240449
7343,LPR-0325-01,2019-05-16 14:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",173.0,pg/g,173.0,N,Yes,-74.1339389,40.74133847
7344,LPR-0340-06,2019-05-08 11:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",312.0,pg/g,312.0,N,Yes,-74.13674033,40.74175997
7345,LPR-0340-09,2019-05-07 14:40:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",108.0,pg/g,108.0,N,Yes,-74.13669353,40.74120442
7346,LPR-0374-03,2019-05-20 14:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",129.0,pg/g,129.0,N,Yes,-74.14176444,40.73885986
7347,LPR-0380-05,2019-05-16 11:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",98.1,pg/g,98.1,N,Yes,-74.14312836,40.73853202
7348,LPR-0403-01,2019-04-25 14:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",168.0,pg/g,168.0,N,Yes,-74.14559291,40.73595704
7349,LPR-0430-02,2019-05-20 11:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",31.7,pg/g,31.7,N,Yes,-74.14938052,40.73324898
7350,LPR-0430-07,2019-05-16 15:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",161.0,pg/g,161.0,N,Yes,-74.14951226,40.73441239
7351,LPR-0450-10,2019-05-13 13:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",301.0,pg/g,301.0,N,Yes,-74.15341584,40.73372834
7352,LPR-0480-02R,2019-05-13 15:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",190.0,pg/g,190.0,N,Yes,-74.15886238,40.73394289
7353,LPR-0510-05,2019-05-13 10:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",494.0,pg/g,494.0,N,Yes,-74.16202016,40.7374817
7354,LPR-0510-07,2019-05-08 10:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",475.0,pg/g,92.7,Y,Yes,-74.16308085,40.73715645
7355,LPR-0530-04,2019-05-16 12:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",177.0,pg/g,177.0,N,Yes,-74.16359001,40.74010598
7356,LPR-0560-03,2019-05-08 14:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",796.0,pg/g,111.0,Y,Yes,-74.16552115,40.74421152
7357,LPR-0625-03,2019-04-25 11:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",390.0,pg/g,390.0,N,Yes,-74.1642667,40.75352923
7358,LPR-0640-01,2019-05-07 15:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",545.0,pg/g,92.2,Y,Yes,-74.1650289,40.75575814
7359,LPR-0650-05,2019-04-25 15:40:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",260.0,pg/g,260.0,N,Yes,-74.16365098,40.75709332
7360,LPR-0700-04,2019-05-08 09:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",86.8,pg/g,86.8,N,Yes,-74.15996203,40.76352307
7361,LPR-0715-03,2019-05-13 10:10:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",185.0,pg/g,185.0,N,Yes,-74.15891348,40.76579652
7362,LPR-0751-01,2019-05-13 13:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",608.0,pg/g,608.0,N,Yes,-74.15694025,40.77024753
7363,LPR-0752-01R,2019-05-20 15:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",36.4,pg/g,36.4,N,Yes,-74.15594434,40.77018244
7364,LPR-0765-01,2019-05-28 11:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",286.0,pg/g,47.5,Y,Yes,-74.15513839,40.77185951
7365,LPR-0790-01,2019-05-20 13:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",223.0,pg/g,223.0,N,Yes,-74.15287657,40.77514289
7366,LPR-0790-03R,2019-05-08 09:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",19.1,pg/g,19.1,N,Yes,-74.1522416,40.77493312
7367,LPR-0650-05,2019-04-25 00:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",351.0,pg/g,112.0,Y,Yes,-74.16365098,40.75709332
7368,LPR-0430-02,2019-05-20 11:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",28.7,pg/g,28.7,N,Yes,-74.14938052,40.73324898
7369,LPR-0049-01,2019-07-08 13:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",732.0,pg/g,670.0,Y,Yes,-74.11971498,40.71362809
7370,LPR-0049-01,2019-07-12 10:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",1280.0,pg/g,936.0,Y,Yes,-74.11971498,40.71362809
7371,LPR-0060-10,2019-07-29 12:15:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",654.0,pg/g,654.0,N,Yes,-74.11451188,40.71526797
7372,LPR-0060-10,2019-07-29 12:25:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",353.0,pg/g,353.0,N,Yes,-74.11451188,40.71526797
7373,LPR-0074-02,2019-07-29 12:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",484.0,pg/g,484.0,N,Yes,-74.12098246,40.71700479
7374,LPR-0074-02,2019-07-29 13:10:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",242.0,pg/g,242.0,N,Yes,-74.12098246,40.71700479
7375,LPR-0074-04,2019-07-15 13:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",452.0,pg/g,452.0,N,Yes,-74.11839029,40.71700517
7376,LPR-0074-04,2019-07-15 13:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",335.0,pg/g,335.0,N,Yes,-74.11839029,40.71700517
7377,LPR-0088-01,2019-07-15 12:40:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",473.0,pg/g,473.0,N,Yes,-74.11968147,40.71872798
7378,LPR-0088-01,2019-07-15 12:55:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",585.0,pg/g,585.0,N,Yes,-74.11968147,40.71872798
7379,LPR-0099-01,2019-07-08 13:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",1010.0,pg/g,648.0,Y,Yes,-74.11968335,40.720425
7380,LPR-0099-01,2019-07-08 00:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",1990.0,pg/g,474.0,Y,Yes,-74.11968335,40.720425
7381,LPR-0170-02,2019-07-12 13:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",2650.0,pg/g,1750.0,Y,Yes,-74.11895754,40.73061347
7382,LPR-0210-03,2019-07-08 11:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",942.0,pg/g,666.0,Y,Yes,-74.11765335,40.73626574
7383,LPR-0220-02,2019-07-08 16:35:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",907.0,pg/g,571.0,Y,Yes,-74.11788185,40.7376289
7384,LPR-0220-04,2019-07-12 11:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",1960.0,pg/g,1400.0,Y,Yes,-74.11722066,40.73767696
7385,LPR-0300-02,2019-07-08 12:05:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",1610.0,pg/g,1580.0,Y,Yes,-74.12899201,40.74143985
7386,LPR-0321-01,2019-07-12 11:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",2550.0,pg/g,641.0,Y,Yes,-74.13327493,40.74240449
7387,LPR-0325-01,2019-07-19 13:15:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",1270.0,pg/g,1270.0,N,Yes,-74.1339389,40.74133847
